,final_four,season,seed,team_id,conference_code_a_sun,conference_code_a_ten,conference_code_aac,conference_code_acc,conference_code_aec,conference_code_big_east,conference_code_big_sky,conference_code_big_south,conference_code_big_ten,conference_code_big_twelve,conference_code_big_west,conference_code_caa,conference_code_cusa,conference_code_horizon,conference_code_ivy,conference_code_maac,conference_code_mac,conference_code_meac,conference_code_mid_cont,conference_code_mvc,conference_code_mwc,conference_code_nec,conference_code_ovc,conference_code_pac_ten,conference_code_pac_twelve,conference_code_patriot,conference_code_sec,conference_code_southern,conference_code_southland,conference_code_summit,conference_code_sun_belt,conference_code_swac,conference_code_wac,conference_code_wcc,points_for,points_against,fg_for,fg_against,3pm_for,3pm_against,fga_for,fga_against,3pa_for,3pa_against,ft_for,ft_against,fta_for,fta_against,off_rebounds_for,off_rebounds_against,def_rebounds_for,def_rebounds_against,assists_for,assists_against,steals_for,steals_against,blocks_for,blocks_against,turnovers_for,turnovers_against,fouls_for,fouls_against,game_total,efg%,win_%,margin_of_victory,ast_to_ratio,fg%_for,fg%_against,3p%_for,3p%_against,ft%_for,ft%_against
0,0.0,2003.0,1.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.16666666666667,60.166666666666664,25.266666666666666,21.6,7.466666666666667,4.433333333333334,56.53333333333333,53.36666666666667,18.966666666666665,13.566666666666666,13.166666666666666,12.533333333333333,18.6,18.633333333333333,12.133333333333333,10.4,24.966666666666665,22.4,14.166666666666666,10.466666666666667,6.933333333333334,5.166666666666667,3.7666666666666666,2.6666666666666665,11.8,13.7,18.6,17.533333333333335,30.0,0.5129716981132075,0.8,11.000000000000007,1.2005649717514124,0.44693396226415094,0.4047470331043098,0.3936731107205624,0.3267813267813268,0.023596176821983273,0.6726296958855098
1,0.0,2003.0,2.0,1448.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.41379310344827,67.62068965517241,26.137931034482758,23.655172413793103,6.103448275862069,7.482758620689655,57.241379310344826,59.758620689655174,17.724137931034484,22.275862068965516,20.03448275862069,12.827586206896552,26.620689655172413,18.655172413793103,14.758620689655173,12.448275862068966,26.93103448275862,19.344827586206897,14.586206896551724,12.517241379310345,6.413793103448276,7.379310344827586,4.379310344827586,3.2413793103448274,15.10344827586207,13.620689655172415,18.482758620689655,22.03448275862069,29.0,0.5099397590361445,0.8275862068965517,10.793103448275858,0.9657534246575342,0.4566265060240964,0.39584535487593764,0.3443579766536965,0.33591331269349844,0.025951402537073433,0.6876155268022182
2,1.0,2003.0,3.0,1393.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.10344827586206,69.89655172413794,29.24137931034483,25.20689655172414,5.241379310344827,6.931034482758621,62.206896551724135,64.62068965517241,15.862068965517242,22.586206896551722,16.379310344827587,12.551724137931034,23.620689655172413,18.896551724137932,14.310344827586206,15.793103448275861,26.896551724137932,22.275862068965516,14.96551724137931,15.89655172413793,8.310344827586206,6.620689655172414,7.275862068965517,3.1379310344827585,13.620689655172415,14.448275862068966,16.586206896551722,19.724137931034484,29.0,0.5121951219512195,0.8275862068965517,10.206896551724128,1.0987341772151897,0.4700665188470067,0.39007470651013876,0.33043478260869563,0.3068702290076336,0.023911401963251953,0.6642335766423357
3,0.0,2003.0,4.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.83333333333333,68.46666666666667,27.966666666666665,22.533333333333335,8.433333333333334,5.1,60.833333333333336,55.96666666666667,23.4,16.733333333333334,17.466666666666665,18.3,25.1,26.366666666666667,13.2,12.866666666666667,25.1,23.6,16.6,11.933333333333334,7.2,5.766666666666667,4.733333333333333,2.433333333333333,13.366666666666667,17.4,22.666666666666668,22.6,30.0,0.5290410958904109,0.8,13.36666666666666,1.2418952618453867,0.4597260273972602,0.402620607504467,0.3603988603988604,0.30478087649402386,0.023196104471004866,0.6940581542351454
4,0.0,2003.0,5.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.16666666666667,60.166666666666664,26.333333333333332,21.733333333333334,5.566666666666666,6.233333333333333,55.8,54.166666666666664,16.2,18.966666666666665,11.933333333333334,10.466666666666667,17.633333333333333,15.6,12.666666666666666,10.9,24.6,20.133333333333333,14.5,9.966666666666667,8.733333333333333,7.733333333333333,3.7333333333333334,3.0,15.633333333333333,16.1,15.9,17.166666666666668,30.0,0.5218040621266428,0.7,10.000000000000007,0.9275053304904052,0.47192353643966545,0.4012307692307693,0.3436213991769547,0.3286467486818981,0.022558286074354127,0.670940170940171
5,0.0,2003.0,6.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.72413793103448,62.206896551724135,24.655172413793103,21.75862068965517,4.862068965517241,5.103448275862069,55.41379310344828,55.827586206896555,12.96551724137931,15.413793103448276,14.551724137931034,13.586206896551724,22.344827586206897,20.689655172413794,12.379310344827585,14.10344827586207,24.06896551724138,22.413793103448278,12.241379310344827,11.0,8.793103448275861,6.724137931034483,5.586206896551724,3.586206896551724,14.655172413793103,16.75862068965517,20.137931034482758,19.03448275862069,29.0,0.48879900435594276,0.6896551724137931,6.517241379310342,0.8352941176470589,0.44492843808338517,0.38974675725756636,0.375,0.33109619686800895,0.022456364410387397,0.6566666666666666
6,0.0,2003.0,7.0,1386.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.62068965517241,59.275862068965516,24.24137931034483,20.137931034482758,8.03448275862069,5.482758620689655,54.41379310344828,54.55172413793103,21.862068965517242,16.620689655172413,14.10344827586207,13.517241379310345,20.655172413793103,20.689655172413794,11.172413793103448,13.482758620689655,24.137931034482758,21.93103448275862,14.0,11.379310344827585,7.206896551724138,6.206896551724138,5.551724137931035,2.6206896551724137,12.931034482758621,15.241379310344827,18.75862068965517,19.413793103448278,29.0,0.5193282636248415,0.7931034482758621,11.344827586206897,1.0826666666666667,0.44550063371356147,0.3691529709228824,0.3675078864353312,0.32987551867219916,0.023544988774394107,0.6533333333333333
7,0.0,2003.0,8.0,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.48275862068965,69.75862068965517,27.344827586206897,25.379310344827587,6.413793103448276,7.103448275862069,58.724137931034484,58.793103448275865,17.03448275862069,21.448275862068964,13.379310344827585,11.89655172413793,19.517241379310345,17.448275862068964,11.241379310344827,11.172413793103448,24.379310344827587,23.0,16.0,16.03448275862069,6.551724137931035,5.931034482758621,2.793103448275862,2.5172413793103448,14.172413793103448,14.931034482758621,17.103448275862068,19.103448275862068,29.0,0.5202583675866118,0.7241379310344828,4.724137931034477,1.1289537712895377,0.46564885496183206,0.4316715542521994,0.3765182186234818,0.3311897106109325,0.02363835749969538,0.6818181818181819
8,0.0,2003.0,9.0,1301.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,68.0,24.333333333333332,23.433333333333334,7.966666666666667,5.733333333333333,53.333333333333336,53.13333333333333,22.5,17.0,15.766666666666667,15.4,20.466666666666665,21.2,9.733333333333333,10.533333333333333,22.033333333333335,21.433333333333334,14.666666666666666,12.566666666666666,7.766666666666667,7.433333333333334,3.066666666666667,2.8333333333333335,14.2,14.633333333333333,18.666666666666668,19.333333333333332,30.0,0.5309375,0.6,4.400000000000006,1.0328638497652582,0.45624999999999993,0.4410288582183187,0.3540740740740741,0.33725490196078434,0.025678610206297504,0.7264150943396227
9,0.0,2003.0,10.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,65.56666666666666,25.7,23.8,5.633333333333334,6.9,54.7,56.63333333333333,16.333333333333332,20.7,13.066666666666666,11.066666666666666,19.733333333333334,16.533333333333335,11.933333333333334,12.233333333333333,22.566666666666666,20.6,13.4,12.666666666666666,8.033333333333333,7.833333333333333,4.966666666666667,2.6666666666666665,15.9,15.8,16.366666666666667,19.133333333333333,30.0,0.5213284582571602,0.6333333333333333,4.533333333333331,0.8427672955974843,0.469835466179159,0.42024720423778694,0.3448979591836735,0.33333333333333337,0.022072072072072072,0.6693548387096774
10,0.0,2003.0,11.0,1335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18518518518519,59.407407407407405,24.0,20.703703703703702,9.0,6.333333333333333,51.51851851851852,51.48148148148148,21.85185185185185,18.51851851851852,13.185185185185185,11.666666666666666,18.77777777777778,17.185185185185187,9.333333333333334,9.37037037037037,24.185185185185187,21.444444444444443,14.851851851851851,11.962962962962964,7.185185185185185,6.666666666666667,2.1481481481481484,2.259259259259259,13.0,14.407407407407407,17.77777777777778,18.88888888888889,27.0,0.5531991373112869,0.8148148148148148,10.777777777777786,1.1424501424501423,0.46585190510424157,0.40215827338129495,0.411864406779661,0.34199999999999997,0.026006282416538826,0.6788793103448275
11,0.0,2003.0,12.0,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.58620689655173,60.93103448275862,24.06896551724138,23.03448275862069,8.482758620689655,4.896551724137931,50.6551724137931,51.62068965517241,21.862068965517242,14.172413793103448,11.96551724137931,9.96551724137931,16.551724137931036,15.0,7.827586206896552,10.448275862068966,20.379310344827587,20.20689655172414,12.96551724137931,9.620689655172415,6.344827586206897,4.758620689655173,1.8620689655172413,2.8620689655172415,10.413793103448276,12.0,16.06896551724138,16.82758620689655,29.0,0.5588835942818243,0.8275862068965517,7.65517241379311,1.2450331125827814,0.47515316541865216,0.44622578490313963,0.38801261829652994,0.3454987834549878,0.02492816091954023,0.6643678160919539
12,0.0,2003.0,13.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.70370370370371,67.70370370370371,23.555555555555557,24.296296296296298,6.0,6.296296296296297,52.074074074074076,56.77777777777778,17.185185185185187,17.555555555555557,16.59259259259259,12.814814814814815,24.0,18.666666666666668,10.62962962962963,11.666666666666666,24.22222222222222,22.51851851851852,13.407407407407407,13.333333333333334,7.037037037037037,6.814814814814815,4.666666666666667,3.259259259259259,15.222222222222221,14.0,18.666666666666668,20.25925925925926,27.0,0.5099573257467994,0.7407407407407407,2.0,0.8807785888077859,0.4523470839260313,0.42791911285061973,0.34913793103448276,0.35864978902953587,0.025605852766346592,0.6865079365079365
13,0.0,2003.0,14.0,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.17241379310344,67.75862068965517,25.93103448275862,23.06896551724138,5.517241379310345,4.344827586206897,57.55172413793103,55.41379310344828,15.827586206896552,13.620689655172415,18.79310344827586,17.275862068965516,23.896551724137932,23.862068965517242,11.310344827586206,12.620689655172415,23.310344827586206,23.03448275862069,13.862068965517242,11.689655172413794,9.172413793103448,7.0344827586206895,3.896551724137931,4.344827586206897,14.206896551724139,17.724137931034484,21.93103448275862,20.689655172413794,29.0,0.49850209706411025,0.7931034482758621,8.41379310344827,0.9757281553398058,0.4505692031156381,0.4163036714374611,0.3485838779956427,0.3189873417721519,0.02711847539433746,0.7239884393063584
14,0.0,2003.0,15.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.70370370370371,77.48148148148148,28.074074074074073,27.555555555555557,5.222222222222222,7.111111111111111,61.407407407407405,62.48148148148148,15.185185185185185,19.85185185185185,18.333333333333332,15.25925925925926,24.814814814814813,20.962962962962962,14.0,13.851851851851851,24.037037037037038,22.51851851851852,14.037037037037036,16.88888888888889,10.703703703703704,8.296296296296296,5.2592592592592595,4.481481481481482,18.74074074074074,18.88888888888889,19.51851851851852,20.555555555555557,27.0,0.4996984318455971,0.6296296296296297,2.2222222222222285,0.7490118577075099,0.4571773220747889,0.4410195613515116,0.3439024390243902,0.3582089552238806,0.027363184079601987,0.7279151943462898
15,0.0,2003.0,16.0,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,71.26666666666667,24.8,24.0,5.166666666666667,7.166666666666667,54.36666666666667,57.93333333333333,15.466666666666667,21.2,18.033333333333335,16.1,25.8,24.5,12.966666666666667,14.233333333333333,24.266666666666666,21.2,10.266666666666667,12.066666666666666,8.0,9.7,2.9,3.1666666666666665,19.466666666666665,17.4,20.733333333333334,21.733333333333334,30.0,0.5036787247087676,0.6666666666666666,1.5333333333333314,0.5273972602739727,0.45616186388718577,0.4142692750287687,0.33405172413793105,0.33805031446540884,0.023298880275624465,0.6571428571428573
16,1.0,2003.0,1.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.85714285714286,68.67857142857143,28.0,24.357142857142858,5.857142857142857,6.107142857142857,62.42857142857143,59.214285714285715,16.785714285714285,17.642857142857142,17.0,13.857142857142858,23.785714285714285,21.035714285714285,16.178571428571427,12.928571428571429,26.142857142857142,22.0,14.5,11.214285714285714,6.392857142857143,6.964285714285714,3.857142857142857,3.142857142857143,13.428571428571429,14.178571428571429,20.357142857142858,20.464285714285715,28.0,0.4954233409610984,0.7857142857142857,10.17857142857143,1.0797872340425532,0.448512585812357,0.41133896260554886,0.34893617021276596,0.34615384615384615,0.025525525525525526,0.6587436332767403
17,0.0,2003.0,2.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.90322580645162,64.6774193548387,26.93548387096774,24.225806451612904,8.67741935483871,5.806451612903226,56.516129032258064,57.25806451612903,22.129032258064516,17.741935483870968,13.35483870967742,10.419354838709678,18.93548387096774,16.0,10.806451612903226,11.96774193548387,24.258064516129032,21.741935483870968,16.419354838709676,14.516129032258064,7.774193548387097,6.483870967741935,4.096774193548387,3.4193548387096775,13.387096774193548,15.064516129032258,16.903225806451612,17.419354838709676,31.0,0.5533675799086758,0.7741935483870968,11.225806451612911,1.2265060240963854,0.4765981735159817,0.4230985915492958,0.39212827988338195,0.32727272727272727,0.022751002912568007,0.6512096774193549
18,0.0,2003.0,3.0,1462.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.23333333333333,65.96666666666667,26.8,25.2,6.433333333333334,6.233333333333333,59.2,61.63333333333333,17.766666666666666,19.533333333333335,18.2,9.333333333333334,24.366666666666667,14.066666666666666,13.933333333333334,12.266666666666667,25.5,21.333333333333332,16.4,12.266666666666667,5.466666666666667,6.566666666666666,3.033333333333333,2.8,13.033333333333333,14.0,15.766666666666667,20.166666666666668,30.0,0.5070382882882883,0.8333333333333334,12.266666666666666,1.258312020460358,0.4527027027027027,0.4088696592752839,0.3621013133208255,0.3191126279863481,0.024897400820793433,0.6635071090047394
19,0.0,2003.0,4.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.25806451612904,66.96774193548387,25.64516129032258,23.580645161290324,6.935483870967742,5.741935483870968,58.03225806451613,57.83870967741935,19.387096774193548,18.93548387096774,14.03225806451613,14.064516129032258,20.774193548387096,19.967741935483872,13.741935483870968,11.387096774193548,25.129032258064516,21.580645161290324,14.64516129032258,11.548387096774194,5.516129032258065,6.709677419354839,3.3548387096774195,2.2903225806451615,14.32258064516129,13.064516129032258,18.516129032258064,20.032258064516128,31.0,0.5016675931072818,0.7419354838709677,5.290322580645167,1.0225225225225225,0.44191217342968314,0.407696597880647,0.3577371048252912,0.303236797274276,0.021789220597074735,0.7043618739903069
20,0.0,2003.0,5.0,1163.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.03333333333333,71.4,29.533333333333335,24.866666666666667,6.066666666666666,6.433333333333334,62.2,65.36666666666666,15.7,20.133333333333333,14.9,15.233333333333333,22.1,21.0,14.766666666666667,15.333333333333334,27.9,21.5,15.633333333333333,13.6,5.933333333333334,7.8,7.733333333333333,4.133333333333334,15.8,13.366666666666667,18.4,19.266666666666666,30.0,0.5235798499464094,0.7,8.633333333333326,0.9894514767932489,0.47481243301178994,0.3804181540030597,0.386411889596603,0.3195364238410596,0.022473604826546003,0.7253968253968254
21,0.0,2003.0,6.0,1268.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.78571428571429,66.85714285714286,29.428571428571427,22.928571428571427,6.75,6.5,63.357142857142854,60.57142857142857,16.964285714285715,20.785714285714285,15.178571428571429,14.5,21.571428571428573,20.892857142857142,13.75,14.321428571428571,26.75,23.607142857142858,18.892857142857142,12.892857142857142,10.892857142857142,7.142857142857143,6.607142857142857,4.678571428571429,14.107142857142858,18.321428571428573,19.0,19.142857142857142,28.0,0.5177564825253664,0.6785714285714286,13.92857142857143,1.3392405063291137,0.4644870349492672,0.3785377358490566,0.39789473684210525,0.3127147766323024,0.02513008514664144,0.694017094017094
22,0.0,2003.0,7.0,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2258064516129,60.96774193548387,23.032258064516128,20.161290322580644,4.903225806451613,5.774193548387097,51.096774193548384,50.32258064516129,13.387096774193548,17.06451612903226,16.258064516129032,14.870967741935484,22.129032258064516,20.741935483870968,10.67741935483871,9.32258064516129,24.258064516129032,20.225806451612904,13.612903225806452,11.161290322580646,6.387096774193548,6.419354838709677,3.7096774193548385,3.2903225806451615,14.548387096774194,14.290322580645162,20.032258064516128,20.258064516129032,31.0,0.49873737373737376,0.6129032258064516,6.258064516129025,0.9356984478935698,0.45075757575757575,0.40064102564102566,0.36626506024096384,0.33837429111531186,0.023699802501645818,0.7169517884914464
23,0.0,2003.0,8.0,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2258064516129,62.903225806451616,26.806451612903224,22.870967741935484,6.741935483870968,6.290322580645161,55.064516129032256,56.12903225806452,17.580645161290324,18.096774193548388,12.870967741935484,10.870967741935484,19.870967741935484,16.29032258064516,10.612903225806452,11.32258064516129,24.516129032258064,21.419354838709676,16.387096774193548,11.35483870967742,8.0,7.387096774193548,4.161290322580645,2.4838709677419355,13.870967741935484,15.548387096774194,16.35483870967742,18.451612903225808,31.0,0.5480374926772115,0.6774193548387096,10.322580645161281,1.1813953488372093,0.4868189806678383,0.40747126436781606,0.3834862385321101,0.3475935828877005,0.020894428152492667,0.6673267326732674
24,0.0,2003.0,9.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,65.25,23.75,22.607142857142858,5.107142857142857,5.357142857142857,54.392857142857146,54.5,15.5,16.75,19.142857142857142,14.678571428571429,25.5,20.285714285714285,10.392857142857142,10.642857142857142,23.464285714285715,23.464285714285715,12.25,12.964285714285714,7.178571428571429,5.428571428571429,2.9285714285714284,3.8214285714285716,13.821428571428571,16.392857142857142,19.821428571428573,21.785714285714285,28.0,0.4835850295469468,0.6428571428571429,6.5,0.8863049095607235,0.43663821405121467,0.4148099606815203,0.3294930875576037,0.3198294243070362,0.026810724289715884,0.7235915492957747
25,0.0,2003.0,10.0,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.51612903225806,70.06451612903226,27.193548387096776,25.387096774193548,4.967741935483871,6.741935483870968,61.32258064516129,63.354838709677416,15.258064516129032,19.774193548387096,16.161290322580644,12.548387096774194,23.93548387096774,18.483870967741936,14.483870967741936,13.516129032258064,27.967741935483872,23.193548387096776,13.387096774193548,13.32258064516129,6.129032258064516,6.064516129032258,6.645161290322581,3.3548387096774195,14.0,12.548387096774194,17.70967741935484,19.903225806451612,31.0,0.48395581273014204,0.6451612903225806,5.451612903225808,0.956221198156682,0.4434508153603367,0.40071283095723015,0.32558139534883723,0.3409461663947798,0.021780714720459088,0.6788830715532286
26,0.0,2003.0,11.0,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.36666666666666,59.6,26.033333333333335,20.933333333333334,6.766666666666667,5.666666666666667,56.4,52.233333333333334,18.4,18.6,12.533333333333333,12.066666666666666,18.2,18.233333333333334,9.966666666666667,11.5,23.133333333333333,23.533333333333335,14.666666666666666,11.033333333333333,9.2,5.566666666666666,1.9,2.6666666666666665,11.466666666666667,16.933333333333334,18.433333333333334,17.4,30.0,0.5215721040189125,0.8,11.766666666666659,1.2790697674418603,0.4615839243498818,0.400765794511806,0.3677536231884058,0.3046594982078853,0.022954822954822953,0.6617915904936014
